# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-07-08T08:00:33.000Z | URL: https://pharos.watch/sheets/top-stablecoins.csv | Methodology: safety-score v8.13 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
fdusd-first-digital,FDUSD,First Digital USD,peggedUSD,fiat-backed,0.997008475,347102700.1216619,6,Ethereum;BSC;Sui;Solana;Arbitrum;TON
gusd-gate,GUSD,Gate USD,peggedUSD,fiat-backed,0.9982515000000001,319422393.25396395,1,Ethereum
m-m0,M,M by M0,peggedUSD,fiat-backed,0.999760745109255,317192329.820074,8,Ethereum;Solana;Monad;Noble;Hyperliquid L1;Arbitrum;OP Mainnet;Plume Mainnet
kau-kinesis,KAU,Kinesis Gold,peggedGOLD,rwa-backed,132.85931173106133,317030945.3188141,1,Ethereum
susdai-usd-ai,sUSDai,Staked USDai,peggedUSD,rwa-backed,1.0955551827299193,304789632.60186327,4,Ethereum;Arbitrum;Base;Plasma
susdc-spark,spUSDC,Spark Savings USDC,peggedUSD,crypto-backed,1.027796822405,297733968.449001,2,Ethereum;Avalanche
usdm-mega,USDM,MegaUSD,peggedUSD,crypto-backed,0.999374558478564,243914646.75115103,2,MegaETH;Ethereum
frax-frax,FRAX,Frax,peggedUSD,algorithmic,0.9890866179873821,236835906.1974514,24,Ethereum;Harmony;Fraxtal;Moonriver;Arbitrum;BSC;Avalanche;OP Mainnet;Moonbeam;Fantom;Polygon;Near;Boba;Aurora;Osmosis;Solana;Dogechain;ZKsync Lite;Evmos;Milkomeda C1 (Deprecated);ZKsync Era;Everscale;Optimism;Polygon zkEVM
153,BUSD,Binance Peg BUSD,peggedUSD,crypto-backed,0.999325,232666795.40977374,27,BSC;Avalanche;Meter;Polygon;Moonriver;Moonbeam;Fantom;Astar;OKTChain;Kaia;ThunderCore;Boba;KCC;OP Mainnet;Aurora;Shiden;Theta;Solana;Rootstock;Syscoin;Metis;Oasis Emerald;Evmos;Milkomeda C1 (Deprecated);Terra Classic;Elastos;ZKsync Era
kag-kinesis,KAG,Kinesis Silver,peggedSILVER,rwa-backed,60.84170811090467,229811978.74318272,1,Ethereum
onyc-onre,ONyc,Onchain Yield Coin,peggedUSD,rwa-backed,1.1208226078753125,217066609.4698138,1,Solana
crvusd-curve,crvUSD,crvUSD,peggedUSD,crypto-backed,0.9993296930398563,216600057.04542089,12,Ethereum;Arbitrum;OP Mainnet;Base;Fraxtal;Sonic;Polygon;Gnosis;BSC;Taiko;Waves;ZKsync Era
susdd-tron-dao-reserve,sUSDD,Savings USDD,peggedUSD,crypto-backed,1.0573477555009037,215534536.1349695,2,Ethereum;BSC
pc0000031-tradable,PC0000031,Tradable NA Rent Financing Platform SSTN,peggedUSD,rwa-backed,1,202500000,1,zkSync
usdai-usd-ai,USDai,USD.AI,peggedUSD,crypto-backed,0.99999446,196067811.06581008,3,Arbitrum;Plasma;Ethereum
17,HUSD,HUSD,peggedUSD,fiat-backed,,192313547.97963187,5,Ethereum;Tron;Solana;Elastos;Heco
ausd-agora,AUSD,Agora Dollar,peggedUSD,fiat-backed,0.99976835,190459812.19863117,14,Monad;Ethereum;Immutable zkEVM;Mantle;Avalanche;Solana;Polygon;Sui;Katana;Arbitrum;BSC;CORE;Plasma;Plume Mainnet
usat-tether,USAT,USAT,peggedUSD,fiat-backed,0.9995500276594035,185127756.51400635,1,Ethereum
sdai-sky,sDAI,Savings Dai,peggedUSD,crypto-backed,1.17777254,174535336.32968834,3,Ethereum;Base;Optimism
stusds-sky,stUSDS,Staked USDS,peggedUSD,crypto-backed,1.0618608943105285,171116039.2127675,1,Ethereum
ustbl-spiko,USTBL,Spiko US T-Bills Money Market Fund,peggedUSD,rwa-backed,1.088866,170567030.02661306,7,Arbitrum;Ethereum;Polygon;Base;Etherlink;Stellar;Starknet
21,FLEXUSD,flexUSD,peggedUSD,crypto-backed,0.9999269953734929,166338100.99421862,2,Ethereum;smartBCH
pc0000033-tradable,PC0000033,Tradable APAC Diversified Finance Provider SSTN,peggedUSD,rwa-backed,1,162500000,1,zkSync
susd1plus-lorenzo,sUSD1+,staked USD1+,peggedUSD,rwa-backed,1.0273784055,162287461.58918852,1,BSC
reusd-re-protocol,reUSD,Re Protocol reUSD,peggedUSD,crypto-backed,1.0874303250684865,158432877.06487542,10,Ethereum;Avalanche;Base;Plasma;BSC;Ink;Arbitrum;Katana;Tempo;Monad
satusd-river,satUSD,River Stablecoin,peggedUSD,crypto-backed,0.9938413412771848,158287432.70935047,11,BSC;Base;BOB;Arbitrum;Ethereum;BSquared;Hemi;X Layer;Bitlayer;Sonic;BEVM
328,MUST,Mustang Finance,peggedUSD,crypto-backed,0.9999269953734929,154376279.27559978,1,Saga
sgho-aave,sGHO,Aave Savings GHO,peggedUSD,crypto-backed,0.9986252708500001,151003706.42731357,1,Ethereum
usda-avalon,USDA,Avalon USDa,peggedUSD,crypto-backed,0.980977434,148011894.42194125,19,Ethereum;Movement;BSC;Kaia;Berachain;Nibiru;Taiko;Sonic;Sei;Bitlayer;Mode;Morph;Base;BOB;Zircuit;Avalanche;Mantle;ZKsync Era;Corn
eurcv-societe-generale-forge,EURCV,EUR CoinVertible,peggedEUR,fiat-backed,1.1413323505894666,147077636.73987705,4,Ethereum;Solana;XRP Ledger;Stellar
apyusd-apyx,apyUSD,apyUSD,peggedUSD,rwa-backed,1.1808363728712654,143234907.61034963,2,Ethereum;Base
aa-falconx-mev-capital,AA_FalconXUSDC,Pareto FalconX Credit Vault,peggedUSD,rwa-backed,1.0945494708799999,136989327.77463493,1,Ethereum
safo-spiko-usd,SAFO,Spiko Amundi Overnight Swap Fund,peggedUSD,rwa-backed,1.013029,135636553.91266155,7,Ethereum;Polygon;Arbitrum;Base;Starknet;Stellar;Etherlink
cash-phantom,CASH,CASH,peggedUSD,fiat-backed,0.99963077,126213053.89015056,1,Solana
moveusd-cfx,MOVEUSD,CFX MoveUSD,peggedUSD,fiat-backed,0.9960773826365082,118641538.56687863,1,Solana
thbill-theo,thBILL,Theo thBILL,peggedUSD,rwa-backed,1.0154611454508042,117635498.23083973,4,Ethereum;Arbitrum;Base;HyperEVM
acred-apollo-securitize,ACRED,Apollo Diversified Credit Securitize Fund,peggedUSD,rwa-backed,1103.1120331416885,115129205.93610287,6,Aptos;Avalanche;Ethereum;Ink;Polygon;Solana
usdf-astherus,USDF,Astherus,peggedUSD,crypto-backed,0.9972477824,113115901.47034018,1,BSC
frxusd-frax,FRXUSD,Frax USD,peggedUSD,fiat-backed,0.9997245,108331848.4778005,22,Ethereum;Fraxtal;Sonic;Polygon;Base;Solana;OP Mainnet;Avalanche;BSC;Sei;Linea;Katana;Arbitrum;Unichain;Ink;X Layer;Plume Mainnet;Tempo;Movement;Mode;Polygon zkEVM;Blast
avusd-avant,avUSD,Avant USD,peggedUSD,fiat-backed,0.9997487497813521,108284936.90581162,2,Avalanche;Monad
gtusdcp-gauntlet,gtUSDCp,Gauntlet USDC Prime,peggedUSD,crypto-backed,1.02747188253,108191259.70443748,3,Ethereum;Base;Arbitrum
dusd-standx,DUSD,StandX DUSD,peggedUSD,crypto-backed,0.9977926076,105976245.01236992,2,BSC;Solana
400,USDAT,Saturn Dollar,peggedUSD,crypto-backed,0.999488,104082204.82383692,1,Ethereum
usdat-saturn,USDat,Saturn USDat,peggedUSD,rwa-backed,0.999488,103109821.01830052,1,Ethereum
stac-securitize,STAC,Securitize Tokenized AAA CLO Fund,peggedUSD,rwa-backed,1022.8224370102132,102488020.60285917,2,Ethereum;Solana
uusd-anything-labs,UUSD,Unity USD,peggedUSD,crypto-backed,0.9987666555,99933964.47392839,1,BSC
407,UUSD,Unity USD,peggedUSD,crypto-backed,0.999308,99923319.40512589,1,BSC
315,USPD,US Permissionless Dollar,peggedUSD,crypto-backed,,98934783.08929051,6,Ethereum;Base;BSC;OP Mainnet;Polygon;Arbitrum
fpi-frax,FPI,Frax Price Index,peggedVAR,algorithmic,1.1420036055999998,96779410.42981853,2,Ethereum;ZKsync Era
cusd-cap,CUSD,Cap cUSD,peggedUSD,crypto-backed,0.99999963,91768888.03568967,3,Ethereum;MegaETH;Tempo
savusd-avant,savUSD,Avant Staked USD,peggedUSD,crypto-backed,1.1825379424149631,91666974.59126742,10,Avalanche;Ethereum;Linea;Plasma;Berachain;BSC;Monad;Katana;MegaETH;Sei
mnee-mnee,MNEE,MNEE USD,peggedUSD,fiat-backed,,91462198.0123,1,Ethereum
dola-inverse-finance,DOLA,Dola,peggedUSD,crypto-backed,0.995619,90588579.11338168,8,Ethereum;Arbitrum;BSC;Fantom;Base;OP Mainnet;Avalanche;Polygon
wm-m0,wM,Wrapped M,peggedUSD,rwa-backed,0.999876,87683819.8197892,5,Ethereum;Arbitrum;Plume;Base;Solana
usda-alpha-partner,USDA,Alpha Partner USDA,peggedUSD,crypto-backed,0.9749397337,84991986.08050065,1,BSC
405,USDA,USDA,peggedUSD,fiat-backed,0.977286,84637986.80122207,1,BSC
stcusd-cap,stcUSD,Staked Cap USD,peggedUSD,rwa-backed,1.0697524685485853,83917249.79158877,1,Ethereum
pgold-pleasing,PGOLD,Pleasing Gold,peggedGOLD,rwa-backed,4130.0237147845,80536281.71010655,3,Arbitrum;ApeChain;Ethereum
steakusdt-steakhouse,steakUSDT,Steakhouse USDT V2,peggedUSD,crypto-backed,1.018636461514,77761157.4938006,1,Ethereum
pc0000101-tradable,PC0000101,Tradable NA Post-Settlement Legal Financing Receivables,peggedUSD,rwa-backed,1,76722080.574195,1,zkSync
cgusd-cygnus-finance,cgUSD,Cygnus Finance Global USD,peggedUSD,fiat-backed,0.9970951623685349,75684099.99769408,1,Base
lisusd-lista,LISUSD,Lista USD,peggedUSD,crypto-backed,0.99569170515,74903145.18191592,1,BSC
feusd-felix,FEUSD,Felix feUSD,peggedUSD,crypto-backed,0.998330975,74776555.79214558,2,Hyperliquid L1;HyperEVM
usdx-kava,USDX,USDX,peggedUSD,crypto-backed,0.663368,74009580.62762187,2,Kava;Osmosis
mf-one-midas,mF-ONE,Midas mF-ONE,peggedUSD,rwa-backed,1.1045073498168485,73421571.28210956,1,Ethereum
brlv-crown,BRLV,Crown BRLV,peggedBRL,rwa-backed,0.1937168215975789,71995091.48415092,2,Base;Ethereum
pmusd-precious-metals,pmUSD,pmUSD,peggedUSD,crypto-backed,0.7592279787949889,71267696.89101657,1,Ethereum
susd-synthetix,SUSD,sUSD,peggedUSD,crypto-backed,,69836695.22363867,5,Ethereum;OP Mainnet;Arbitrum;Fantom;Ontology
xdai-gnosis,xDAI,xDAI,peggedUSD,crypto-backed,0.9998000000000001,69212002.25530204,0,
nusd-neutrl,NUSD,Neutrl USD,peggedUSD,crypto-backed,0.9995168621352998,68396774.56931072,1,Ethereum
xaum-matrixdock,XAUm,Matrixdock Gold,peggedGOLD,rwa-backed,4134.104804674,66483203.40379731,8,Ethereum;BSC;Polygon;Tron;Sui;Plume;Solana;Stellar
usdsui-sui,USDSUI,Sui Dollar,peggedUSD,fiat-backed,0.99887628,65781849.52794888,1,Sui
97,USP,USP Stablecoin,peggedUSD,crypto-backed,0.9999269953734929,65433111.48761472,1,Avalanche
408,USDon,Ondo U.S. Dollar Token,peggedUSD,fiat-backed,1,65293128.35605836,2,BSC;Ethereum
usdon-ondo,USDon,Ondo U.S. Dollar Token,peggedUSD,rwa-backed,1,65171587.1269477,3,Ethereum;BSC;Solana
iusd-infinifi,IUSD,infiniFi USD,peggedUSD,crypto-backed,1,64838552.34663237,2,Ethereum;Tempo
mglobal-midas-fasanara,mGLOBAL,Midas Fasanara Global,peggedUSD,rwa-backed,1.0058824,60622111.91634102,1,Ethereum
vbill-vaneck,VBILL,VanEck Treasury Fund,peggedUSD,rwa-backed,1,56689026.60965499,4,Avalanche;BSC;Ethereum;Solana
steakusdc-steakhouse,steakUSDC,Steakhouse USDC V2,peggedUSD,crypto-backed,1.0241654943249998,55797741.16956264,1,Ethereum
usdu-unitas,USDU,Unitas,peggedUSD,crypto-backed,0.99925068905,55462546.80991157,2,BSC;Solana
mtbill-midas,mTBILL,Midas mTBILL,peggedUSD,rwa-backed,1.06519674,54292704.43619594,5,Ethereum;Base;Rootstock;Plume;Etherlink
fxusd-f-x-protocol,fxUSD,fxUSD,peggedUSD,crypto-backed,1.0001448710836376,54207878.90414001,2,Ethereum;Base
wsrusd-reservoir,wsrUSD,Wrapped Savings rUSD,peggedUSD,rwa-backed,1.087532991281468,52890076.07004969,16,Ethereum;Base;Berachain;Sonic;Arbitrum;BSC;Avalanche;Unichain;Plume;Sei;World Chain;Katana;HyperEVM;Linea;Monad;Solana
jupusd-jupiter,JUPUSD,JupUSD,peggedUSD,crypto-backed,1.0001847772507273,51579759.66948458,1,Solana
brz-transfero,BRZ,Brazilian Digital,peggedBRL,rwa-backed,0.19261177475556188,51282569.561091974,9,Ethereum;Polygon;BSC;Gnosis;Base;Optimism;Arbitrum;Avalanche;Solana
fxsave-f-x-protocol,fxSAVE,f(x) USD Saving,peggedUSD,crypto-backed,1.1059949655868935,51105818.3139501,1,Ethereum
acrdx-anemoy-apollo,ACRDX,Anemoy Tokenized Apollo Diversified Credit Fund,peggedUSD,rwa-backed,1.02005,51019515.941392,4,Ethereum;Plume;Monad;Base
401,trUSD,Tori trUSD,peggedUSD,crypto-backed,,50024747.558963016,1,Ethereum
usdkg-gold-dollar,USDKG,USDKG,peggedUSD,rwa-backed,0.9999491298743648,49997528.52131941,2,Tron;Ethereum
409,USDKG,USDKG,peggedUSD,fiat-backed,0.999951,49996214.97871643,2,Tron;Ethereum
ausdt-tether-alloy,aUSD₮,Alloy Tether,peggedUSD,rwa-backed,0.9996619573423076,49983100.914486274,1,Ethereum
syzusd-yuzu,syzUSD,Staked Yuzu USD,peggedUSD,crypto-backed,1.0384174925,49778374.312172204,2,Plasma;Monad
fidd-fidelity,FIDD,Fidelity Digital Dollar,peggedUSD,fiat-backed,1.0000915033236586,49546166.23421746,1,Ethereum
xusd-straitsx,XUSD,StraitsX XUSD,peggedUSD,fiat-backed,0.9998823185060142,49493490.254512556,2,BSC;Ethereum
chfau-allunity,CHFAU,AllUnity CHF,peggedCHF,rwa-backed,1.240295,48842844.28932032,1,Ethereum
398,USDV,Valtorum USD,peggedUSD,fiat-backed,,47370999.99999999,2,XRPL;Stellar
mhyper-midas,mHYPER,Midas mHYPER,peggedUSD,crypto-backed,1.11047378,45809509.75659013,4,Ethereum;Monad;Plasma;Katana
yzusd-yuzu,YZUSD,Yuzu USD,peggedUSD,crypto-backed,0.999175,44635638.64356886,2,Plasma;Monad
zchf-frankencoin,ZCHF,Frankencoin,peggedCHF,crypto-backed,1.2386744218249561,42136367.93599958,8,Ethereum;Base;Gnosis;Polygon;OP Mainnet;Arbitrum;Avalanche;Sonic
gusd-gemini,GUSD,Gemini Dollar,peggedUSD,fiat-backed,0.9992746100000001,38966475.38035974,2,Ethereum;Wanchain
euri-banking-circle,EURI,Eurite,peggedEUR,fiat-backed,1.1414244406346103,38653035.07104595,2,Ethereum;BSC
4,BUSD,Binance USD,peggedUSD,fiat-backed,0.998264,37736633.16755582,33,Ethereum;IoTeX;Avalanche;Solana;Osmosis;Near;ThunderCore;Metis;Moonriver;Kaia;Harmony;Meter;BSC;Astar;Oasis Emerald;Shiden;EthereumClassic;Fantom;OKTChain;Evmos;Milkomeda C1 (Deprecated);Terra Classic;KCC;Rootstock;Moonbeam;Elastos;Boba;ZKsync Era;Aurora;Theta;Polygon;Syscoin;Loopring
pc0000089-tradable,PC0000089,Tradable LatAm Residential SSTL,peggedUSD,rwa-backed,1,37000012.390813,1,zkSync
yusd-aegis,YUSD,Aegis YUSD,peggedUSD,fiat-backed,0.998692,35829288.37938546,2,Ethereum;BSC
sfrxusd-frax,sfrxUSD,Staked Frax USD,peggedUSD,rwa-backed,1.2012959089389266,34795346.8451345,8,Ethereum;Fraxtal;Sei;Mode;X Layer;Katana;Sonic;Arbitrum
67,BEAN,Bean,peggedUSD,algorithmic,,33391285.501681,1,Ethereum
musd-metamask,MUSD,Metamask USD,peggedUSD,crypto-backed,0.9998516077187262,33146478.533114534,3,Ethereum;Linea;Monad
srusde-strata,srUSDe,Strata Senior USDe,peggedUSD,crypto-backed,1.024726545543777,33111479.696831536,1,Ethereum
xtusd-xt,XTUSD,XTUSD,peggedUSD,rwa-backed,0.99959,32786813.39856638,0,
eure-monerium,EURE,Monerium EUR emoney,peggedEUR,fiat-backed,1.1414638205675558,32450966.4581566,9,Gnosis;Arbitrum;Ethereum;Polygon;Linea;Noble;Base;Algorand;Scroll
reusd-resupply,REUSD,Resupply USD,peggedUSD,crypto-backed,0.9990168992162207,32433399.99721252,1,Ethereum
usdp-paxos,USDP,Pax Dollar,peggedUSD,fiat-backed,0.999417,31929422.134670284,4,Ethereum;Solana;BSC;Linea
hbd-hive,HBD,Hive Backed Dollar,peggedUSD,crypto-backed,0.964747,31842197.695186056,0,
ggbr-goldfish-gold,GGBR,Goldfish Gold,peggedGOLD,rwa-backed,4.112945842840665,31674996.34889742,1,Ethereum
usdo-openeden,USDO,OpenDollar USDO,peggedUSD,fiat-backed,0.9970425990929137,31634637.79275073,4,Ethereum;BSC;Base;Plasma
gtusdc-gauntlet,gtUSDC,Gauntlet USDC Prime V1,peggedUSD,crypto-backed,1.1221683604400001,31616566.9660081,1,Ethereum
tgbp-tokenised,tGBP,Tokenised GBP,peggedGBP,fiat-backed,1.336780007463597,31514964.15941823,8,Ethereum;Base;Solana;Polygon;Arbitrum;BSC;Gnosis;Avalanche
eurspkcc-spiko,EURSPKCC,Spiko Digital Assets Cash & Carry Fund - Euro Share Class,peggedEUR,rwa-backed,1.1391198804076017,31440188.66705827,6,Ethereum;Polygon;Arbitrum;Base;Starknet;Stellar
usn-noon,USN,Noon USN,peggedUSD,crypto-backed,0.9985677774302797,30872484.579077374,3,Ethereum;Sophon;ZKsync Era
bold-liquity,BOLD,Liquity BOLD,peggedUSD,crypto-backed,1.0001159953,30204976.705181263,7,Ethereum;OP Mainnet;Base;Arbitrum;Avalanche;Hyperliquid L1;Scroll
susn-noon,sUSN,Staked USN,peggedUSD,rwa-backed,1.2014147369955834,28907224.76784308,4,Ethereum;zkSync;Sophon;Starknet
gbpsafo-spiko,GBPSAFO,Spiko Amundi Overnight Swap Fund (GBP),peggedGBP,rwa-backed,1.3541074404797704,28639276.204975586,7,Arbitrum;Polygon;Base;Etherlink;Ethereum;Stellar;Starknet
nopal-nest,nOPAL,Nest BlackOpal LiquidStone II Vault,peggedUSD,rwa-backed,1.0748105,28458611.195112877,3,Ethereum;Plume;BSC
msusd-metronome,MSUSD,Metronome Synth USD,peggedUSD,crypto-backed,0.9951807300741409,28424683.66044603,4,Base;Ethereum;OP Mainnet;Plasma
lusd-liquity,LUSD,Liquity USD,peggedUSD,crypto-backed,1.0081198156325062,27928544.127249315,10,Ethereum;Arbitrum;OP Mainnet;Scroll;Polygon;BSC;Fantom;Avalanche;Polygon zkEVM;ZKsync Era
meusd-mezo,MUSD,Mezo USD,peggedUSD,crypto-backed,0.9945476242315001,27755988.20110484,2,Mezo;Ethereum
zeusd-zoth,ZeUSD,Zoth ZeUSD,peggedUSD,fiat-backed,0.9999269953734929,27643918.90837703,4,Ethereum;Manta;Metis;Avalanche
jpyc-jpyc,JPYC,JPY Coin,peggedJPY,fiat-backed,0.00615962877042416,26845167.74253089,3,Polygon;Ethereum;Avalanche
185,GYD,Gyroscope GYD,peggedUSD,crypto-backed,,26558618.801549315,2,Ethereum;Polygon
buck-bucket-protocol,BUCK,Bucket Protocol BUCK Stablecoin,peggedUSD,crypto-backed,0.9988732300000001,25925785.08944568,1,Sui
410,USDU,Universal USD,peggedUSD,fiat-backed,,25651543.81,1,Ethereum
usdk-kast,USDK,KAST Dollar,peggedUSD,rwa-backed,0.999876,24539622.844939,1,Solana
slvon-ondo,SLVon,iShares Silver Trust (Ondo Tokenized),peggedUSD,rwa-backed,54.94873077877128,24012918.899434786,4,Ethereum;BSC;Solana;HyperEVM
ctusd-citrea,ctUSD,Citrea USD,peggedUSD,fiat-backed,0.999228,23878621.555211,1,Citrea
eusd-electronic-usd,EUSD,Electronic USD,peggedUSD,crypto-backed,0.9994220564260539,23249312.009999257,3,Base;Ethereum;Arbitrum
yvusdc-yearn,yvUSDC-1,Yearn v3 USDC Vault,peggedUSD,crypto-backed,1.110837457045,22938383.315473,1,Ethereum
msusd-main-street,MSUSD,Main Street USD,peggedUSD,crypto-backed,,22203710.73218732,2,Ethereum;Sonic
spusd-soulpeg,spUSD,SoulPeg USD,peggedUSD,crypto-backed,1.002,21352134.174971662,1,BSC
usdh-native-markets,USDH,USDH Stablecoin,peggedUSD,fiat-backed,0.9998927,21351529.213065293,2,Hyperliquid L1;HyperEVM
usdx-hex-trust,USDX,Hex Trust USDX,peggedUSD,fiat-backed,0.9901352323144761,21315855.295748644,3,Flare;Ethereum;Songbird
413,SPUSD,SoulPeg USD,peggedUSD,crypto-backed,1.002,21305612.528250717,1,BSC
uty-xsy,UTY,XSY UTY,peggedUSD,crypto-backed,0.99911996153765,20977115.278941642,1,Avalanche
uktbl-spiko,UKTBL,Spiko UK T-Bills Money Market Fund,peggedGBP,rwa-backed,1.37,20839088.075554468,7,Arbitrum;Ethereum;Polygon;Base;Etherlink;Starknet;Stellar
usx-dforce,USX,dForce USD,peggedUSD,crypto-backed,0.9970021905,20811012.24606181,9,Arbitrum;OP Mainnet;Ethereum;Base;BSC;Polygon;Avalanche;Conflux;Kava
nbasis-nest,nBASIS,Nest Basis Vault,peggedUSD,rwa-backed,1.0649585,20519721.994390257,3,Ethereum;Plume;Plasma
85,USDR,Real USD,peggedUSD,algorithmic,,20425122.148754466,2,Polygon;re.al
aid-gaib,AID,GAIB AID,peggedUSD,fiat-backed,1,20193720.110477857,4,Ethereum;Base;Arbitrum;BSC
scrvusd-curve,scrvUSD,Savings crvUSD,peggedUSD,crypto-backed,1.1070625366265694,20035698.687272187,1,Ethereum
pathusd-bridge,pathUSD,PathUSD,peggedUSD,fiat-backed,0.9998,19688965.78046941,1,Tempo
63,FUSD,Fantom USD,peggedUSD,crypto-backed,0.9999269953734929,18935613.02901009,1,Fantom
jpyc-jpyc-v1,JPYC,JPY Coin v1,peggedJPY,rwa-backed,,18881878.355325483,3,Ethereum;Polygon;Gnosis
bib01-backed,bIB01,Backed IB01 Treasury Bond 0-1yr,peggedUSD,rwa-backed,120.98,18832451.495510716,7,Ethereum;Base;BSC;Polygon;Arbitrum;Gnosis;Avalanche
cusdo-openeden,cUSDO,Compounding OpenDollar,peggedUSD,rwa-backed,1.0515529105004493,18507507.818290245,4,Ethereum;Base;BSC;Solana
msy-main-street,msY,Main Street Yield,peggedUSD,crypto-backed,0.289244,18379272.009520162,1,Ethereum
31,USDS,SpiceUSD,peggedUSD,algorithmic,0.99944,18046411.05922301,4,Avalanche;BSC;Polygon;Ethereum
12,USDN,Neutrino USD,peggedUSD,algorithmic,,17573561.95559986,4,Waves;Ethereum;BSC;Polygon
bbqusdc-steakhouse,bbqUSDC,Smokehouse USDC,peggedUSD,crypto-backed,1.1171492891400001,17358667.94744704,1,Ethereum
reur-royal-euro,REUR,Royal Euro,peggedEUR,rwa-backed,,17106642.856701374,3,Ethereum;BSC;Tron
29,TOR,TOR,peggedUSD,crypto-backed,,17070481.490329992,1,Fantom
honey-berachain,HONEY,Honey,peggedUSD,crypto-backed,0.998998265,16821402.982243974,1,Berachain
aznd-mu-digital,AZND,Mu Digital AZND,peggedUSD,crypto-backed,0.93982362085,16325754.446467578,1,Monad
cusd-celo,USDm,Mento Dollar,peggedUSD,algorithmic,0.9998764123254225,16218900.279505458,5,Celo;Monad;Ethereum;Solana;Kaia
brla-brla-digital,BRLA,BRLA Digital,peggedREAL,fiat-backed,0.19117397255694252,14893316.892384954,4,Celo;Polygon;Gnosis;Moonbeam
wemix-dollar-wemix,WEMIX$,WEMIX Dollar,peggedUSD,rwa-backed,1.005,14611485.509545587,0,
usdm-moneta,USDM,Moneta,peggedUSD,fiat-backed,1.003,14544600.029383503,1,Cardano
stkgho-umbrella-aave,stkGHO.v1,Aave Umbrella stkGHO,peggedUSD,crypto-backed,0.9986252708500001,14414103.810627988,1,Ethereum
suiusde-sui,suiUSDe,eSui Dollar,peggedUSD,crypto-backed,1,13468929.504958987,1,Sui
syusd-aegis,sYUSD,Aegis Staked YUSD,peggedUSD,crypto-backed,1.04187698006568,12804776.390649104,2,Ethereum;BSC
gldy-streamex,GLDY,Streamex Gold Yield,peggedGOLD,rwa-backed,4133.047500000001,12720386.66027591,1,Base
411,USDSM,Stable Mint USD,peggedUSD,fiat-backed,0.999673,12614613.332248738,4,Etherlink;Ethereum;Base;Arbitrum
usdb-blast,USDB,USDB Blast,peggedUSD,crypto-backed,1.002,12605481.013092007,1,Blast
vcred-vcred,vCRED,vCred,peggedUSD,crypto-backed,,12563743.230438828,1,Hemi
wusd-worldwide,WUSD,Worldwide USD,peggedUSD,fiat-backed,0.9958844242073643,12544579.34357582,3,Ethereum;Polygon;Viction
usdcv-societe-generale-forge,USDCV,USD CoinVertible,peggedUSD,fiat-backed,0.999417,12395301.874495657,2,Ethereum;Solana
iauon-ondo,IAUon,iShares Gold Trust (Ondo Tokenized),peggedUSD,rwa-backed,77.72200249084591,12330618.04216345,4,Ethereum;BSC;Solana;HyperEVM
hyusd-hylo,HYUSD,Hylo HYUSD,peggedUSD,crypto-backed,0.9990458279424765,12007478.820236,1,Solana
mai-qidao,MAI,MAI,peggedUSD,crypto-backed,0.993727,11948694.502789302,15,Polygon;Ethereum;Arbitrum;Optimism;Base;Avalanche;Fantom;Gnosis;Metis;Moonbeam;Kava;Polygon zkEVM;Fraxtal;BSC;Linea
13,YUSD,YUSD Stablecoin,peggedUSD,crypto-backed,0.995798,11798388.953530904,1,Avalanche
xsgd-straitsx,XSGD,XSGD,peggedSGD,fiat-backed,0.7738548844049203,11792624.089618063,7,Ethereum;Polygon;Avalanche;Zilliqa;Hedera;Arbitrum;XRPL
uusd-youves,UUSD,Youves uUSD,peggedUSD,crypto-backed,0.962229,11721106.07572227,1,Tezos
said-gaib,sAID,GAIB sAID,peggedUSD,rwa-backed,0.644672,11711385.329984883,1,Ethereum
hollar-hydrated,HOLLAR,Hydrated Dollar,peggedUSD,crypto-backed,0.997728,11596659.345743656,1,Hydration
yusd-yieldfi,YUSD,YieldFi yUSD,peggedUSD,crypto-backed,0.998454,10860297.880046327,10,Ethereum;Arbitrum;Base;Optimism;Sonic;Plume;Katana;BSC;Avalanche;Plasma
115,R,R,peggedUSD,crypto-backed,0.9999269953734929,10721400.736311112,2,Ethereum;Base
fusd-freedom-dollar,FUSD,Freedom Dollar,peggedUSD,crypto-backed,0.999311,10692629.40035482,0,
232,PINTO,Pinto,peggedUSD,crypto-backed,,10644016.47789,1,Base
yousd-yield-optimizer,yoUSD,Yield Optimizer USD,peggedUSD,crypto-backed,1.0549534999999999,10466453.890589511,3,Base;Ethereum;Arbitrum
inalpha-nest,inALPHA,Nest Alpha Vault LP,peggedUSD,rwa-backed,0.9542,10442661.72701829,2,Ethereum;Plume
308,D,Saga Dollar,peggedUSD,crypto-backed,0.9999269953734929,10387585.17947243,1,Saga
alusd-alchemix,ALUSD,Alchemix USD,peggedUSD,algorithmic,0.9597183638169536,10286065.144468319,4,Ethereum;OP Mainnet;Arbitrum;Fantom
416,eUSD,Telcoin eUSD,peggedUSD,fiat-backed,0.999714,10010636.738950802,4,Polygon;Solana;Ethereum;Base
eusd-telcoin,eUSD,eUSD,peggedUSD,rwa-backed,0.9997143165319977,10009641.001324167,4,Ethereum;Base;Polygon;Solana
