# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-09-25T08:00:55.000Z | URL: https://pharos.watch/datasets/top-stablecoins/latest.csv | Methodology: safety-score v9.92 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
usdt-tether,USDT,Tether,peggedUSD,fiat-backed,0.999765,183720280805.30524,130,Tron;Ethereum;BSC;Solana;Plasma;Arbitrum;Polygon;Aptos;TON;Mantle;Avalanche;OP Mainnet;Kaia;X Layer;Hyperliquid L1;Celo;Fantom;Ink;Monad;Kava;Berachain;Near;Polkadot;Mixin;Tezos;Flare;Stable;Conflux;Tempo;Sui;OKTChain;KCC;Morph;Linea;Unichain;Injective;PulseChain;Scroll;Starknet;Rootstock;Katana;ZKsync Era;ICP;CORE;Sei;Manta;Vaulta;Metis;MegaETH;Aurora;Gnosis;IoTeX;EDU Chain;Abstract;Algorand;Peaq;Redbelly;Soneium;Osmosis;Etherlink;Stacks;IOTA EVM;Bittorrent;Oasis Emerald;Movement;Mode;Waves;Kusama;Wanchain;Astar;Hemi;Telos;Boba;Zircuit;Cardano;Fuse;Hedera;MANTRA;Syscoin;XDC;ApeChain;Taiko;GOAT;Immutable zkEVM;Gravity by Galxe;Somnia;Viction;LightLink;EthereumClassic;Shiden;Plume Mainnet;Citrea;Data Network;Flow;Theta;Vana;Nibiru;Arbitrum Nova;Rayls;0G;Zora;ThunderCore;Corn;Zilliqa;Evmos;SX Network;Milkomeda C1;DefiChain;Ontology;Rari;Kardia;Crab;MultiversX;Harmony;Dogechain;Heco;ZKsync Lite;Moonbeam;Canto;Moonriver;Meter;Terra Classic;NEO;Swellchain;Everscale;Loopring;Reinetwork;Statemine;Glue;Omni
usdc-circle,USDC,USD Coin,peggedUSD,fiat-backed,0.9998288877572201,75466388061.59686,157,Ethereum;Hyperliquid L1;Solana;Base;Arbitrum;Polygon;BSC;Arc;Avalanche;Aptos;Stellar;Sui;Monad;Cronos;OP Mainnet;Fantom;Starknet;Sonic;Tempo;Noble;XDC;Codex;Ink;Cardano;Near;Sei;Algorand;ZKsync Era;Polkadot;Hedera;Tron;Linea;Unichain;Morph;RISE;Osmosis;World Chain;X Layer;Celo;Gnosis;PulseChain;Mantle;Etherlink;Katana;Stacks;Injective;Pharos;Abstract;Kava;Berachain;Scroll;XRPL;Plume Mainnet;Metis;ALEO;Flare;Kaia;Flow;IoTeX;Mixin;Aurora;Immutable zkEVM;Soneium;ICP;KCC;Manta;Doma;Boba;Astar;Fogo;Gensyn;CORE;edgeX L1;Data Network;Telos;Somnia;Wanchain;Mode;Hemi;ApeChain;Bittensor EVM;Arbitrum Nova;Zircuit;GateLayer;Movement;Taiko;Rootstock;OKTChain;Peaq;EDU Chain;BSquared;Syscoin;IOTA EVM;Shape;Fuse;MANTRA;Redbelly;Elastos;Vana;GOAT;Nibiru;Citrea;Zkfair;BOB;Oasis Emerald;Karura;Bitlayer;Lisk;Waves;LightLink;Theta;Gravity by Galxe;EthereumClassic;Rayls;Stable;0G;Viction;Camp Network;Apex Fusion;Orderly Network;Xai;WEMIX3.0;Ronin;Moca;ThunderCore;Superposition;Corn;Botanix;Evmos;SX Network;Milkomeda C1;DefiChain;Rari;Kardia;Crab;MultiversX;Kadena;DFK;Harmony;Dogechain;ZKsync Lite;Degen;Moonbeam;Canto;Moonriver;Meter;Polygon zkEVM;Terra Classic;Perennial;Everscale;Horizen;Edu_chain;Loopring;Reinetwork;Glue;Xc;Nero
usds-sky,USDS,Sky Dollar,peggedUSD,crypto-backed,0.9999,6605979605.117727,7,Ethereum;Arbitrum;Solana;Base;OP Mainnet;Unichain;Avalanche
usde-ethena,USDe,Ethena USDe,peggedUSD,crypto-backed,0.9997959751584363,4899102212.281239,31,Ethereum;Plasma;Solana;Base;Robinhood Chain;TON;BSC;Mantle;Monad;Berachain;Hyperliquid L1;Avalanche;Arbitrum;Blast;MegaETH;Morph;Zircuit;Ink;Fraxtal;OP Mainnet;Movement;Linea;ZKsync Era;Scroll;Manta;Mode;Metis;Kava;X Layer;Tempo;Swellchain
dai-makerdao,DAI,Dai,peggedUSD,crypto-backed,0.9999197706520712,4790287083.676239,49,Ethereum;Polygon;Fantom;BSC;Arbitrum;OP Mainnet;PulseChain;Avalanche;Kaia;Kava;Near;Solana;Starknet;Metis;Boba;ZKsync Era;Linea;Astar;Osmosis;Mixin;Scroll;Arbitrum Nova;Aurora;Rootstock;Gnosis;KCC;Syscoin;Cardano;Velas;Shiden;Unichain;Taiko;Morph;Hemi;Oasis Emerald;EDU Chain;Harmony;ThunderCore;ZKsync Lite;Evmos;Milkomeda C1;SX Network;Moonbeam;Moonriver;Terra Classic;Everscale;Glue;Aztec;Loopring
susds-sky,sUSDS,Sky Savings USDS,peggedUSD,crypto-backed,1.110563092584,4453732960.4396305,4,Ethereum;Base;Optimism;Arbitrum
usd1-world-liberty-financial,USD1,World Liberty Financial USD,peggedUSD,fiat-backed,0.9992783058432427,4401523050.937088,8,Ethereum;BSC;Solana;Tron;Monad;Plume Mainnet;Aptos;Abcore
usdg-paxos,USDG,Global Dollar,peggedUSD,fiat-backed,1.0000490623162615,3191433315.875823,6,X Layer;Robinhood Chain;Solana;Ethereum;Ink;Hyperliquid L1
pyusd-paypal,PYUSD,PayPal USD,peggedUSD,fiat-backed,0.9999063343012811,2690803453.812009,19,Ethereum;Solana;Arbitrum;Flow;Polygon;Sei;Berachain;Cardano;Avalanche;Ink;Tron;Plume Mainnet;Codex;KiteAI;Abstract;Stable;Fraxtal;OP Mainnet;Glue
xaut-tether,XAUT,Tether Gold,peggedGOLD,rwa-backed,4274.274521521937,2661892128.40166,15,Ethereum;Arbitrum;BSC;TON;HyperEVM;Hyperliquid L1;Polygon;Plasma;Ink;Avalanche;Celo;Conflux;Solana;Monad;Stable
