# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-09-16T08:01:38.000Z | URL: https://pharos.watch/datasets/top-stablecoins/latest.csv | Methodology: safety-score v9.49 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
usdt-tether,USDT,Tether,peggedUSD,fiat-backed,0.9991,183261841138.87106,130,Tron;Ethereum;BSC;Solana;Arbitrum;Polygon;Plasma;TON;Aptos;Mantle;Avalanche;OP Mainnet;Kaia;X Layer;Hyperliquid L1;Celo;Fantom;Ink;Monad;Kava;Berachain;Near;Polkadot;Mixin;Tezos;Stable;Flare;Conflux;Tempo;OKTChain;KCC;Sui;Morph;Linea;Unichain;PulseChain;Injective;Scroll;Katana;Starknet;Rootstock;ZKsync Era;Sei;ICP;CORE;Manta;Vaulta;Metis;MegaETH;Aurora;Gnosis;IoTeX;EDU Chain;Algorand;Abstract;Peaq;Redbelly;Soneium;Osmosis;Etherlink;MultiversX;Stacks;Canto;IOTA EVM;Bittorrent;Oasis Emerald;Movement;Mode;Kusama;Waves;Astar;Hemi;Wanchain;Telos;Gravity by Galxe;Meter;Boba;Zircuit;Cardano;Hedera;Fuse;MANTRA;Syscoin;XDC;ApeChain;Taiko;GOAT;Immutable zkEVM;Somnia;Viction;EthereumClassic;Shiden;Citrea;Plume Mainnet;Data Network;LightLink;Flow;Theta;Vana;Nibiru;Arbitrum Nova;Rayls;0G;Zora;ThunderCore;Corn;Zilliqa;Evmos;SX Network;Milkomeda C1;DefiChain;Ontology;Rari;Kardia;Crab;Harmony;Dogechain;Heco;ZKsync Lite;Moonbeam;Moonriver;Terra Classic;NEO;Swellchain;Everscale;Loopring;Reinetwork;Statemine;Glue;Omni
usdc-circle,USDC,USD Coin,peggedUSD,fiat-backed,0.99985,73790423134.00967,157,Ethereum;Solana;Hyperliquid L1;Base;Arbitrum;Polygon;BSC;Avalanche;Arc;Stellar;Aptos;Sui;Monad;Cronos;Fantom;OP Mainnet;Starknet;Sonic;Noble;XDC;Tempo;Ink;Codex;Cardano;Near;Sei;Algorand;ZKsync Era;Polkadot;Hedera;Tron;Linea;Morph;Unichain;RISE;Mantle;Osmosis;World Chain;Gnosis;Celo;X Layer;PulseChain;Etherlink;Stacks;Pharos;Katana;Injective;MultiversX;XRPL;Plume Mainnet;Kava;Abstract;Berachain;Scroll;Metis;Canto;Flare;ALEO;edgeX L1;Kaia;Flow;IoTeX;Mixin;Immutable zkEVM;Aurora;Soneium;KCC;ICP;Manta;Doma;Boba;Astar;Fogo;Gensyn;Data Network;DFK;Wanchain;CORE;Meter;Telos;Somnia;Mode;Hemi;Gravity by Galxe;ApeChain;Arbitrum Nova;Zircuit;Movement;GateLayer;Rootstock;Taiko;OKTChain;Peaq;EDU Chain;BSquared;Syscoin;Shape;IOTA EVM;Fuse;MANTRA;Redbelly;BOB;Bittensor EVM;Citrea;Elastos;Nibiru;Zkfair;Oasis Emerald;Vana;GOAT;Karura;Lisk;Bitlayer;Waves;LightLink;Theta;EthereumClassic;Rayls;Stable;0G;Viction;Apex Fusion;Camp Network;Orderly Network;Xai;WEMIX3.0;Ronin;Moca;ThunderCore;Superposition;Corn;Botanix;Evmos;Milkomeda C1;SX Network;DefiChain;Rari;Kardia;Crab;Kadena;Harmony;Dogechain;ZKsync Lite;Degen;Moonbeam;Moonriver;Polygon zkEVM;Terra Classic;Perennial;Everscale;Horizen;Edu_chain;Loopring;Reinetwork;Glue;Xc;Nero
usds-sky,USDS,Sky Dollar,peggedUSD,crypto-backed,1.0000680834336024,6535863514.299832,7,Ethereum;Arbitrum;Solana;Base;OP Mainnet;Unichain;Avalanche
dai-makerdao,DAI,Dai,peggedUSD,crypto-backed,0.999982,4783738205.759499,49,Ethereum;Polygon;Fantom;BSC;Arbitrum;OP Mainnet;PulseChain;Avalanche;Kaia;Kava;Near;Solana;Starknet;Metis;Boba;ZKsync Era;Linea;Astar;Osmosis;Mixin;Scroll;Arbitrum Nova;Aurora;Rootstock;Gnosis;KCC;Syscoin;Cardano;Velas;Shiden;Unichain;Taiko;Morph;Hemi;Oasis Emerald;EDU Chain;ThunderCore;Harmony;ZKsync Lite;Evmos;Milkomeda C1;SX Network;Moonbeam;Moonriver;Terra Classic;Everscale;Glue;Aztec;Loopring
usde-ethena,USDe,Ethena USDe,peggedUSD,crypto-backed,0.99930266275,4705006807.157847,31,Ethereum;Solana;Plasma;Base;Robinhood Chain;TON;BSC;Mantle;Monad;Berachain;Hyperliquid L1;Avalanche;Arbitrum;Blast;MegaETH;Morph;Zircuit;Ink;Fraxtal;Movement;OP Mainnet;Linea;ZKsync Era;Scroll;Manta;Mode;Metis;Kava;X Layer;Tempo;Swellchain
susds-sky,sUSDS,Sky Savings USDS,peggedUSD,crypto-backed,1.1097816025981735,4412868740.739047,4,Ethereum;Base;Optimism;Arbitrum
usd1-world-liberty-financial,USD1,World Liberty Financial USD,peggedUSD,fiat-backed,0.999067598878664,4359240474.13585,8,Ethereum;BSC;Solana;Aptos;Tron;Monad;Plume Mainnet;Abcore
usdg-paxos,USDG,Global Dollar,peggedUSD,fiat-backed,1.000042001764074,3223466340.233072,6,X Layer;Robinhood Chain;Solana;Ethereum;Ink;Hyperliquid L1
pyusd-paypal,PYUSD,PayPal USD,peggedUSD,fiat-backed,0.999834,2812011491.188124,19,Ethereum;Solana;Arbitrum;Flow;Polygon;Sei;Berachain;Cardano;Avalanche;Ink;Tron;Plume Mainnet;Codex;KiteAI;Abstract;Stable;Fraxtal;OP Mainnet;Glue
xaut-tether,XAUT,Tether Gold,peggedGOLD,rwa-backed,4324.099553513535,2695306698.736063,15,Ethereum;Arbitrum;BSC;TON;HyperEVM;Hyperliquid L1;Polygon;Plasma;Ink;Avalanche;Celo;Conflux;Solana;Monad;Stable
buidl-blackrock,BUIDL,BlackRock USD,peggedUSD,fiat-backed,1,2684412043.260448,8,Solana;Ethereum;Avalanche;Aptos;BSC;OP Mainnet;Arbitrum;Polygon
usyc-hashnote,USYC,Circle USYC,peggedUSD,fiat-backed,1.1372735336531197,2604388654.2295914,2,BSC;Ethereum
rlusd-ripple,RLUSD,Ripple USD,peggedUSD,fiat-backed,1.0000054253083532,2344705093.1391873,2,Ethereum;XRPL
usdy-ondo-finance,USDY,Ondo US Dollar Yield,peggedUSD,fiat-backed,1.1435842998463397,2240666859.9951234,16,Ethereum;Stellar;Sei;Solana;Mantle;Sui;Noble;Osmosis;Arbitrum;Aptos;MANTRA;Injective;Tempo;Penumbra;Plume Mainnet;Glue
paxg-paxos,PAXG,PAX Gold,peggedGOLD,rwa-backed,4328.721244990693,1881396400.8456674,2,Ethereum;Solana
usdd-tron-dao-reserve,USDD,USDD,peggedUSD,crypto-backed,0.9990742006620459,1506461043.5357924,4,Tron;Ethereum;BSC;Bittorrent
eursafo-spiko,EURSAFO,Spiko Amundi Overnight Swap Fund (EUR),peggedEUR,rwa-backed,1.1693467272851148,1378402309.818411,7,Arbitrum;Ethereum;Polygon;Base;Etherlink;Starknet;Stellar
usdgo-osl,USDGO,USDGO,peggedUSD,fiat-backed,1.0000269939052062,1376926359.973848,1,Solana
u-united-stables,U,United Stables,peggedUSD,crypto-backed,0.9980550435741212,1375264851.5497396,4,BSC;Ethereum;Tron;Robinhood Chain
susde-ethena,sUSDe,Ethena Staked USDe,peggedUSD,crypto-backed,1.2474991453203654,1315887848.8961618,26,Ethereum;Plasma;Linea;Fraxtal;HyperEVM;Berachain;Zircuit;Metis;X Layer;Base;BSC;Morph;Scroll;Kava;Swellchain;Mode;Mantle;Arbitrum;Manta;Blast;Optimism;TON;Solana;zkSync;Avalanche;Aptos
usdf-falcon,USDf,Falcon USD,peggedUSD,crypto-backed,0.9969292274676327,1175094207.5110435,2,Ethereum;BSC
