# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-09-22T08:00:37.000Z | URL: https://pharos.watch/datasets/top-stablecoins/latest.csv | Methodology: safety-score v9.8 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
usdt-tether,USDT,Tether,peggedUSD,fiat-backed,0.9997634489530648,183484034502.1625,130,Tron;Ethereum;BSC;Solana;Arbitrum;Plasma;Polygon;TON;Aptos;Mantle;Avalanche;OP Mainnet;Kaia;X Layer;Hyperliquid L1;Celo;Fantom;Ink;Monad;Kava;Berachain;Near;Polkadot;Mixin;Tezos;Flare;Stable;Conflux;Tempo;OKTChain;KCC;Sui;Morph;Linea;Unichain;PulseChain;Injective;Scroll;Starknet;Katana;Rootstock;ZKsync Era;ICP;CORE;Manta;Sei;Vaulta;Metis;MegaETH;Aurora;Gnosis;IoTeX;EDU Chain;Peaq;Abstract;Algorand;Redbelly;Soneium;Osmosis;MultiversX;Etherlink;Stacks;IOTA EVM;Bittorrent;Oasis Emerald;Movement;Wanchain;Mode;Waves;Kusama;Astar;Hemi;Telos;Meter;Gravity by Galxe;Boba;Zircuit;Cardano;Hedera;Fuse;MANTRA;Syscoin;XDC;ApeChain;Taiko;GOAT;Immutable zkEVM;Somnia;Viction;EthereumClassic;Shiden;Plume Mainnet;Citrea;Data Network;LightLink;Flow;Theta;Vana;Nibiru;Arbitrum Nova;Rayls;0G;Zora;ThunderCore;Corn;Zilliqa;Evmos;Milkomeda C1;SX Network;DefiChain;Ontology;Rari;Kardia;Crab;Harmony;Dogechain;Heco;ZKsync Lite;Moonbeam;Canto;Moonriver;Terra Classic;NEO;Swellchain;Everscale;Loopring;Reinetwork;Statemine;Glue;Omni
usdc-circle,USDC,USD Coin,peggedUSD,fiat-backed,0.9998699622,75628213383.37483,157,Ethereum;Solana;Hyperliquid L1;Base;Arbitrum;Polygon;BSC;Arc;Avalanche;Aptos;Stellar;Sui;Monad;Cronos;Fantom;OP Mainnet;Starknet;Sonic;Noble;Tempo;XDC;Ink;Codex;Cardano;Sei;Near;Algorand;ZKsync Era;Polkadot;Hedera;Tron;Unichain;Linea;Morph;RISE;World Chain;X Layer;Osmosis;Mantle;Gnosis;PulseChain;Celo;Etherlink;Katana;Stacks;Injective;Pharos;MultiversX;Plume Mainnet;Abstract;Berachain;Kava;Scroll;Metis;XRPL;ALEO;Flare;Kaia;Flow;IoTeX;Mixin;Aurora;Immutable zkEVM;ICP;KCC;Soneium;Manta;edgeX L1;Doma;Boba;Astar;Fogo;Gensyn;DFK;CORE;Wanchain;Data Network;Meter;Telos;Somnia;Mode;Hemi;ApeChain;Arbitrum Nova;Gravity by Galxe;Zircuit;GateLayer;Movement;Taiko;Rootstock;OKTChain;Peaq;EDU Chain;BSquared;Syscoin;Bittensor EVM;Shape;IOTA EVM;Fuse;MANTRA;Redbelly;Elastos;GOAT;Citrea;Nibiru;Vana;Zkfair;BOB;Oasis Emerald;Karura;Bitlayer;Lisk;Waves;LightLink;Theta;EthereumClassic;Rayls;Stable;0G;Viction;Camp Network;Apex Fusion;Orderly Network;Xai;WEMIX3.0;Ronin;Moca;ThunderCore;Superposition;Corn;Botanix;Evmos;Milkomeda C1;SX Network;DefiChain;Rari;Kardia;Crab;Kadena;Harmony;Dogechain;ZKsync Lite;Degen;Moonbeam;Canto;Moonriver;Polygon zkEVM;Terra Classic;Perennial;Everscale;Horizen;Edu_chain;Loopring;Reinetwork;Glue;Xc;Nero
usds-sky,USDS,Sky Dollar,peggedUSD,crypto-backed,0.9999621984210798,6508722920.918281,7,Ethereum;Arbitrum;Solana;Base;OP Mainnet;Unichain;Avalanche
usde-ethena,USDe,Ethena USDe,peggedUSD,crypto-backed,0.9996861025,4908348964.482499,31,Ethereum;Solana;Plasma;Base;Robinhood Chain;TON;Mantle;BSC;Monad;Berachain;Hyperliquid L1;Avalanche;Arbitrum;Blast;MegaETH;Morph;Zircuit;Ink;Fraxtal;OP Mainnet;Movement;Linea;ZKsync Era;Scroll;Manta;Mode;Metis;Kava;X Layer;Tempo;Swellchain
dai-makerdao,DAI,Dai,peggedUSD,crypto-backed,0.999935,4778241015.171299,49,Ethereum;Polygon;Fantom;BSC;Arbitrum;OP Mainnet;PulseChain;Avalanche;Kaia;Kava;Near;Solana;Starknet;Metis;Boba;ZKsync Era;Linea;Astar;Osmosis;Mixin;Scroll;Arbitrum Nova;Aurora;Rootstock;Gnosis;KCC;Syscoin;Cardano;Velas;Shiden;Unichain;Taiko;Morph;Hemi;Oasis Emerald;EDU Chain;Harmony;ThunderCore;ZKsync Lite;Evmos;SX Network;Milkomeda C1;Moonbeam;Moonriver;Terra Classic;Everscale;Glue;Aztec;Loopring
usd1-world-liberty-financial,USD1,World Liberty Financial USD,peggedUSD,fiat-backed,0.9994000513,4389819353.47833,8,Ethereum;BSC;Solana;Aptos;Tron;Monad;Plume Mainnet;Abcore
susds-sky,sUSDS,Sky Savings USDS,peggedUSD,crypto-backed,1.110291402271798,4343760353.459752,4,Ethereum;Base;Optimism;Arbitrum
usdg-paxos,USDG,Global Dollar,peggedUSD,fiat-backed,0.9999522364711277,3201320124.2906184,6,X Layer;Robinhood Chain;Solana;Ethereum;Ink;Hyperliquid L1
pyusd-paypal,PYUSD,PayPal USD,peggedUSD,fiat-backed,0.9999364349488111,2805823214.4278297,19,Ethereum;Solana;Arbitrum;Flow;Polygon;Sei;Berachain;Cardano;Avalanche;Ink;Tron;Plume Mainnet;Codex;KiteAI;Abstract;Stable;Fraxtal;OP Mainnet;Glue
xaut-tether,XAUT,Tether Gold,peggedGOLD,rwa-backed,4304.190168393073,2690343672.785824,15,Ethereum;Arbitrum;BSC;TON;HyperEVM;Hyperliquid L1;Polygon;Plasma;Ink;Avalanche;Celo;Conflux;Solana;Monad;Stable
