# Pharos pharos.watch | Endpoint: depeg-history | As of: 2026-09-16T08:01:38.000Z | URL: https://pharos.watch/datasets/depeg-history/latest.csv | Methodology: depeg-dews v6.22 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,stablecoinId,symbol,direction,peakDeviationBps,startedAtISO,endedAtISO,durationSec,startPrice,peakPrice,recoveryPrice,pegReference,source
90787,gusd-gemini,GUSD,above,201,2026-08-27T02:01:29.000Z,2026-08-31T13:32:31.000Z,387062,1.0101010101010102,1.0201496646,1.0002798326043782,1,live
90786,hollar-hydrated,HOLLAR,below,-525,2026-08-25T22:01:48.000Z,,,0.947458,0.947458,,1,live
90785,eurs-stasis,EURS,above,536,2026-08-25T21:16:28.000Z,,,1.1924740814326424,1.2223981832861772,,1.167425103842463,live
90784,zarp-zarp,ZARP,below,-328,2026-08-24T01:01:25.000Z,2026-08-28T16:32:18.000Z,401453,0.06139451522532878,0.06049465891,,0.06254791561260398,live
90783,meusd-mezo,MUSD,below,-128,2026-08-22T03:46:47.000Z,,,0.9888324444476888,0.987147212033051,,0.9999960897589564,live
90782,xaum-matrixdock,XAUm,below,-291,2026-08-21T14:33:10.000Z,2026-08-22T10:32:05.000Z,71935,4485.9472551187,4485.9472551187,4610.660146028644,4620.477847282667,live
90781,usdb-blast,USDB,above,129,2026-08-21T07:01:49.000Z,,,1.0102326760456513,1.0129092357526068,,0.999963,live
90780,lusd-liquity,LUSD,above,128,2026-08-20T05:02:30.000Z,,,1.0099061332188572,1.0126955575980294,,0.9998570157958417,live
90779,gusd-gemini,GUSD,above,208,2026-08-20T00:17:01.000Z,2026-08-20T01:02:32.000Z,2731,1.010253005050505,1.0207071747,0.9995662759567203,0.9999418339624249,live
90778,usdxl-last,USDXL,above,206,2026-08-19T19:47:01.000Z,2026-08-19T22:32:44.000Z,9943,1.0206082300000001,1.0206082300000001,0.9994027400217251,1.00000372848612,live
90777,audf-forte,AUDF,below,-287,2026-08-17T05:31:21.000Z,,,0.9849393364193147,0.699732524541874,,0.71128258,live
90776,xaum-matrixdock,XAUm,above,918,2026-08-14T00:32:14.000Z,2026-08-14T23:32:03.000Z,82789,4415.252308855528,4723.8780504387,4360.651663370269,4326.724804303383,live
90775,ceur-celo,EURm,above,15984,2026-08-12T06:16:39.000Z,2026-08-19T11:32:29.000Z,623750,2.598389348610164,2.598389348610164,1.0006345716168963,1,live
90774,wbrl-ripio,WBRL,below,-196,2026-08-11T11:16:55.000Z,2026-08-11T19:02:00.000Z,27905,0.19277969321973087,0.19277969321973087,,0.196634,live
90772,meusd-mezo,MUSD,below,-131,2026-08-11T05:46:48.000Z,2026-08-19T09:02:24.000Z,702936,0.9885579431479737,0.986558383239098,1.0012919610325772,0.9996619573423076,live
90771,xaum-matrixdock,XAUm,below,-199,2026-08-11T02:32:07.000Z,2026-08-11T15:33:06.000Z,46859,4312.6132619567,4312.6132619567,4368.566808,4397.719294456307,live
90770,feusd-felix,FEUSD,above,502,2026-08-10T21:18:03.000Z,2026-08-11T07:02:21.000Z,35058,1.023787222287161,1.049924015634213,1.002051779541243,0.999639308687236,live
90769,idrt-rupiah-token,IDRT,below,-249,2026-08-09T02:16:57.000Z,2026-08-09T04:02:12.000Z,6315,0.000055046880611088425,0.000054782348342385046,,0.000056,live
90767,audm-macropod,AUDM,below,-210,2026-08-08T04:16:41.000Z,2026-08-08T08:32:16.000Z,15335,0.6892755728301787,0.6892755728301787,,0.704027,live
90768,pht-pht,PHT,below,-159,2026-08-06T21:32:01.000Z,2026-08-11T03:32:18.000Z,367217,0.9844683617370988,0.016210661577563592,,1,live
90764,a7a5-old-vector,A7A5,above,819779,2026-08-06T19:31:46.000Z,2026-08-07T08:31:59.000Z,46813,0.012510416417644261,1.0184720368124864,,0.01227402,live
90763,reusd-resupply,REUSD,below,-204,2026-08-06T14:32:17.000Z,,,0.9894645763523044,0.9792278272398477,,0.9996190496960711,live
90762,audm-macropod,AUDM,below,-199,2026-08-05T17:46:48.000Z,2026-08-06T01:31:57.000Z,27909,0.9844149093089658,0.9800971994110139,0.9973360199475851,1,live
90760,vnxau-vnx,VNXAU,below,-178,2026-08-05T14:16:33.000Z,,,133.18916240810498,133.36101778049144,,135.77096114706222,live
90759,wbrl-ripio,WBRL,below,-231,2026-08-05T12:16:40.000Z,2026-08-05T13:32:24.000Z,4544,0.19227220011871682,0.19227220011871682,,0.196827,live
